"Subject","CommitId","Author","Date","Log message","Actual refactoring?","Refactoring parent category 3","Refactoring parent category 2","Refactoring parent category 1","Refactoring category","Representative refactoring category","Abbreviation","Is ML-specific refactoring category?","ML technical debt category","Is new technical debt category?","In ML-related code?"
"elki","3ba90d540","Erich Schubert","2014-06-30 15:21:16 +0000","Cleanup and refactor classification code.",TRUE,,,"ML-specific","Replace primitives with rich prediction","Replace primitives with rich prediction","PRD",TRUE,"Plain-old-data type",FALSE,TRUE
"elki","40ff48a9b","Erich Schubert","2009-05-20 15:59:33 +0000","Refactor mahalanobis-distance (on raw double vectors) into MathUtil class.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"elki","458ba6992","Alexander Koos","2014-12-14 16:50:10 +0000","BA-Thesis: Refactoring DataModell, splitted Gaussian-Cases",TRUE,"Generic","Reorganization","Duplicate code elimination","Reorganize class hierarchy","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","49c6b0d78","Elke Achtert","2006-03-02 14:59:57 +0000","refactoring feature extraction - done by PETE ;-)",FALSE,,,,,,,,,,TRUE
"elki","5bfafafd0","Elke Achtert","2010-04-08 08:13:12 +0000","Refactoring SubspaceAndMeanModel",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"elki","5c3dcd350","Elke Achtert","2006-01-18 08:36:30 +0000","refactoring feature extraction for images",TRUE,,"ML-specific","Improve comprehension","Make matrix variable names more verbose","Make matrix variable names more verbose","VRB",TRUE,"Model code comprehension",TRUE,TRUE
"elki","5c3dcd350","Elke Achtert","2006-01-18 08:36:30 +0000","refactoring feature extraction for images",TRUE,,,"ML-specific","Monitor feature extraction progress","Monitor feature extraction progress","MON",TRUE,"Monitoring and testing",FALSE,TRUE
"elki","5dd0745b5","Erich Schubert","2019-12-07 13:11:14 +0100","Refactor KMeans++ code",TRUE,"Generic","Reorganization","Duplicate code elimination","Introduce inheritance","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","6dd54317a","Erich Schubert","2009-03-31 11:29:53 +0000","Huge Pair refactoring. Rename 'SimplePair' to just 'Pair'. Rename 'ComparablePair' to 'CPair'. Re-introduction of QueryResult as DistanceResultPair derived from CPair with readable accessors ""getDistance"" and ""getID"". Java performance studies have shown no cost in making Pair non-final, hotspot-VMs will optimize that very well. Since we can get 'getDistance' and 'getID' for free, we're gonna use them to increase readability of the code.",TRUE,,"Generic","Reorganization","Introduce inheritance","Reorganization","ORG",FALSE,"Model code comprehension",TRUE,TRUE
"elki","6dd54317a","Erich Schubert","2009-03-31 11:29:53 +0000","Huge Pair refactoring. Rename 'SimplePair' to just 'Pair'. Rename 'ComparablePair' to 'CPair'. Re-introduction of QueryResult as DistanceResultPair derived from CPair with readable accessors ""getDistance"" and ""getID"". Java performance studies have shown no cost in making Pair non-final, hotspot-VMs will optimize that very well. Since we can get 'getDistance' and 'getID' for free, we're gonna use them to increase readability of the code.",TRUE,,"Generic","Clean up","Rename variables","Clean up","CLN",FALSE,,,TRUE
"elki","6e3ee2bad","Arthur Zimek","2006-03-01 18:23:51 +0000","introduced result.clustering - refactoring",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"elki","7b1151eb9cc9b989a69200f0fe22ac4f8b4af42d","Erich Schubert","2020-02-05 13:18:12 +0100","Replace TopBoundedHeap with a single method in Heap.",TRUE,,"Generic","Improve performance","Extract variables","Improve performance","PRF",FALSE,,,TRUE
"elki","7cf486c3b","Erich Schubert","2014-05-23 16:27:32 +0000","Large refactoring of EM code, to make it easier to add new models.",TRUE,"Generic","Degeneralization","Make more extensible","Remove generics","Make more extensible","EXT",FALSE,"Model code modifiability",TRUE,TRUE
"elki","84eff0d84","Erich Schubert","2013-07-30 09:02:19 +0000","Large refactoring of distribution estimators: moved to own package, instead of inner classes. Makes the available algorithms more visible.",TRUE,,"ML-specific","Reorganization","Make algorithms more visible","Make algorithms more visible","VIZ",TRUE,"Model code comprehension",TRUE,TRUE
"elki","875ad4c47","Erich Schubert","2013-10-30 17:21:58 +0000","Refactor & cleanup.",TRUE,,,"ML-specific","Replace rich model parameter with primitives","Replace rich model parameter with primitives","RMP",TRUE,"Configuration",FALSE,TRUE
"elki","875ad4c47","Erich Schubert","2013-10-30 17:21:58 +0000","Refactor & cleanup.",TRUE,,"Generic","Clean up","Rename variables","Clean up","CLN",FALSE,,,TRUE
"elki","875ad4c47","Erich Schubert","2013-10-30 17:21:58 +0000","Refactor & cleanup.",TRUE,,"Generic","Improve performance","Convert reference type to primitive","Improve performance","PRF",FALSE,,,TRUE
"elki","9cf2b4782","Erich Schubert","2011-07-11 16:08:00 +0000","R*-Tree refactoring: InsertStrategy",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"elki","a0b8c4fe5","ARandomTree","2019-11-18 17:35:42 +0100","refactoring in all classes, added function in entropy to fill the long arrays",TRUE,,,"Generic","Test","Test","TST",FALSE,,,TRUE
"elki","ad47ce68b","Erich Schubert","2008-08-14 12:46:48 +0000","Commit the new PCA refactoring. We now have separate classes for a PCA Runner and a PCA Result (since many algorithms need to set parameters for the PCA runner that apply to every run). Global PCA is no longer needed - all PCA Runners can process whole databases, but the PCAFilteredRunner is needed if you want to determine a subspace dimensionality. PCARunner doesn't use a filter or determine a subspace.",TRUE,,"Generic","Reorganization","Split classes","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"elki","afca80064","Erich Schubert","2011-09-30 16:37:00 +0000","Refactor and restructure RTree strategies. Merge strategies from new implementation, which use a low-level API that should be slightly faster (less memory intensive).",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"elki","b07676eec","Erich Schubert","2013-03-04 19:28:33 +0000","Refactor M-Trees to allow parameterization of split strategy.",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"elki","b3a1eb3c2","Elke Achtert","2006-09-06 08:15:00 +0000","refactoring Hough algorithm",TRUE,,,"ML-specific","Replace primitive array with matrix","Replace primitive array with matrix","AMT",TRUE,"Plain-old-data type",FALSE,TRUE
"elki","b650217e9","Erich Schubert","2010-05-28 19:29:24 +0000","Refactor Matrix and Vector code. Should help a bit with memory usage and eventually performance. And convenience, since it adds some additional typing WRT matrix and vector mulitplications.",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"elki","b67e95110","Erich Schubert","2013-11-20 09:50:04 +0000","Refactor EM clustering.",TRUE,,"Generic","Improve performance","Convert reference type to primitive","Improve performance","PRF",FALSE,,,TRUE
"elki","ba0a5df0d","Erich Schubert","2013-09-02 11:05:17 +0000","Refactoring: merge DistributionWithRandom into Distribution. Either, the quantile function cannot be implemented already, or we can just use quantile(random) to obtain a uniform value.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Duplicate model code",TRUE,TRUE
"elki","bdd41e486","Elke Achtert","2006-02-03 16:41:41 +0000","refactoring feature extraction",TRUE,"Generic","Generalization","Make more extensible","Extract parameters","Make more extensible","EXT",FALSE,"Model code modifiability",TRUE,TRUE
"elki","bec2abe39","Erich Schubert","2014-01-14 12:45:10 +0000","Remove support for binary, integer and float distances. This is a first step towards moving away from having objects for distances ever. Unfortunately, some algorithms (HiSC, DiSH, ERiC) still rely on this; this will need some careful refactoring of OPTICS, most likely.",TRUE,,,"ML-specific","Replace rich model parameter with primitives","Replace rich model parameter with primitives","RMP",TRUE,"Configuration",FALSE,TRUE
"elki","c572cc698","Erich Schubert","2013-07-24 11:58:04 +0000","Refactor projections code, to allow faster implementations than using a matrix multiplication.",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"elki","cf6f8e232","Julian Erhard","2016-09-19 19:41:58 +0200","Refactored Visualization of Prototypes for extracted Minimax clusterings.",TRUE,,"Generic","Reorganization","Extract methods","Reorganization","ORG",FALSE,"Prototype",FALSE,TRUE
"elki","d14f4327f","Alexander Koos","2014-11-27 23:35:51 +0000","BA-Thesis: refactored model-hierarchy",TRUE,,,"Generic","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","d40d76aba","Erich Schubert","2012-01-11 14:57:59 +0000","Refactor K-means to support additional initializations. TODO: kmeans++",TRUE,"Generic","Reorganization","Make more extensible","Introduce inheritance","Make more extensible","EXT",FALSE,"Configuration",FALSE,TRUE
"elki","d40d76aba","Erich Schubert","2012-01-11 14:57:59 +0000","Refactor K-means to support additional initializations. TODO: kmeans++",TRUE,,,"ML-specific","Replace primitives with rich model parameter","Replace primitives with rich model parameter","PRM",TRUE,"Plain-old-data type",FALSE,TRUE
"elki","d6d121c77","Elke Achtert","2006-02-03 16:46:35 +0000","refactoring multi-represented objects",FALSE,,,,,,,,,,TRUE
"elki","da78d9175","Erich Schubert","2013-05-21 11:03:12 +0000","Refactoring of hierarchical clustering: share cluster extraction across naive and SLINK algorithms.",TRUE,,,"Generic","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","ded405452","Erich Schubert","2013-03-14 15:16:41 +0000","Refactoring of geodetics code, to allow different earth models such as WGS84 ""everywhere"".",TRUE,"Generic","Reorganization","Duplicate code elimination","Introduce inheritance","Duplicate code elimination","DUP",FALSE,"Configuration",FALSE,TRUE
"elki","ded405452","Erich Schubert","2013-03-14 15:16:41 +0000","Refactoring of geodetics code, to allow different earth models such as WGS84 ""everywhere"".",TRUE,"Generic","Generalization","Make more extensible","Parameterize methods","Make more extensible","EXT",FALSE,"Configuration",FALSE,TRUE
"elki","e54bcc232","Erich Schubert","2014-06-30 17:06:05 +0000","Cleanup and refactor classification code.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"elki","eb1320292","Erich Schubert","2009-01-09 13:44:35 +0000","Code refactoring, to allow code reuse in other SNN functions",TRUE,,"Generic","Reorganization","Make more reusable","Make more reusable","RUS",FALSE,"Model code reusability",TRUE,TRUE
"elki","ebc956b05","Erich Schubert","2019-09-30 03:42:17 +0200","BIG: QueryBuilder, refactoring, to later allow auto-indexing.",TRUE,,"Generic","Reorganization","Replace with builder pattern","Reorganization","ORG",FALSE,,,TRUE
"elki","efc3f5400","Erich Schubert","2020-01-06 17:16:28 +0100","Refactoring and enhancements of k-medoids clustering.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"elki","efc6a52d2","Erich Schubert","2018-10-17 23:21:43 +0200","Big refactoring of k-means variants to use inner Instance classes.",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","f055061aa","Erich Schubert","2013-03-13 11:54:59 +0000","Refactor R-Tree: move tree settings into a separate tree settings class (not yet subclassed for RdkNN)",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Configuration",FALSE,TRUE
"elki","f055061aa","Erich Schubert","2013-03-13 11:54:59 +0000","Refactor R-Tree: move tree settings into a separate tree settings class (not yet subclassed for RdkNN)",TRUE,,,"ML-specific","Replace primitives with rich model parameter","Replace primitives with rich model parameter","PRM",TRUE,"Plain-old-data type",FALSE,TRUE
"elki","f13ed04c3","Erich Schubert","2017-05-22 11:28:26 +0200","Re-enable histogram visualization, broken by refactoring.",FALSE,,,,,,,,,,FALSE
"elki","f16aa79ee","Elke Achtert","2010-04-08 08:51:09 +0000","Refactoring SubspaceModel",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"elki","f280e9dc4","Erich Schubert","2009-03-17 16:40:12 +0000","Refactor ROC AUC code, removing duplicated code.",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"elki","f8d74d789","Erich Schubert","2012-06-20 08:46:49 +0000","Refactoring of tests.",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"Foundry","7970f87","jbasilico","2015-12-06 15:10:34 -0800","Refactored some of the method names.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"grobid","13060391","Luca Foppiano","2016-08-11 15:23:10 +0200","Refactor segmentation model, separated the feature extraction from the main method block, added new unit tests.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Boundary erosion",FALSE,TRUE
"grobid","1a909ebc","Luca Foppiano","2017-11-17 11:52:30 +0100","refactoring to improve the efficiency when metrics are computed",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"grobid","94fd19f6","Vyacheslav Zholudev","2014-04-01 14:05:22 +0200","refactoring to make model stateless",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,FALSE
"grobid","94fd19f6","Vyacheslav Zholudev","2014-04-01 14:05:22 +0200","refactoring to make model stateless",TRUE,,"Generic","New language feature","Use diamond syntax","New language feature","LNG",FALSE,,,FALSE
"grobid","a26689e4","Luca Foppiano","2016-08-19 14:07:21 +0200","Refactor GrobidModel to allow dynamic inheritance",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,FALSE
"grobid","bbe1fbfe","Luca Foppiano","2016-11-25 18:27:42 +0100","Refactor TaggingLabels to make it extensible, removed Enum :) - issue #133",TRUE,"Generic","Generalization","Make more extensible","Extract interfaces","Make more extensible","EXT",FALSE,"Model code modifiability",TRUE,TRUE
"grobid","fce992c5","Vyacheslav Zholudev","2017-07-19 17:01:40 +0200","refactoring grobid finder switching to java 8",TRUE,,,"Generic","New language feature","New language feature","LNG",FALSE,,,TRUE
"htm.java","105f6d98","solovyevk","2014-11-15 23:43:24 -0500","Refactor ArrayList.dimensionsToCoordinateList to limit recursion to dimensions size",FALSE,,,,,,,,,,TRUE
"htm.java","35628086","David Ray","2014-08-24 16:50:44 -0500","Refactor spatial pooler, tests and dependencies to use an encapsulated memory to remove state from the actual pooler class","Unknown",,,,,,,,,,TRUE
"htm.java","8c9cc1d8","David Ray","2014-08-09 19:30:38 -0500","Add integration tests fix constructs broken during refactor",FALSE,,,,,,,,,,TRUE
"htm.java","a35d7414","solovyevk","2014-12-19 23:16:27 -0500","SparseMatrix/SP initMatrices cleanup/refactoring",TRUE,,"Generic","Clean up","Inline return statements","Clean up","CLN",FALSE,,,TRUE
"htm.java","a35d7414","solovyevk","2014-12-19 23:16:27 -0500","SparseMatrix/SP initMatrices cleanup/refactoring",TRUE,,"Generic","New language feature","Use diamond syntax","New language feature","LNG",FALSE,,,TRUE
"htm.java","a35d7414","solovyevk","2014-12-19 23:16:27 -0500","SparseMatrix/SP initMatrices cleanup/refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"jenetics","36d052a0f","Franz Wilhelmstötter","2016-01-20 21:52:19 +0100","#79: Refactoring out common code.",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Monitoring and testing",FALSE,FALSE
"jenetics","392959491","Franz Wilhelmstötter","2009-02-22 23:04:57 +0000","Fixing Mutation class. After an previous refactoring no mutation was performed.",FALSE,,,,,,,,,,TRUE
"jenetics","438cabb9d","Franz Wilhelmstötter","2010-11-21 19:08:20 +0000","Incomplete - # 20: Rethink Alterer probability https://sourceforge.net/apps/trac/jenetics/ticket/20 Complete - # 19: Refactoring: Move Accumulators.Variance class to stat package https://sourceforge.net/apps/trac/jenetics/ticket/19",FALSE,,,,,,,,,,FALSE
"jenetics","441d1a474","Franz Wilhelmstötter","2019-02-04 22:18:35 +0100","#316: Refactoring of 'TreeRewriter' hierarchy.",TRUE,,"Generic","Reorganization","Reorganize class hierarchy","Reorganization","ORG",FALSE,,,FALSE
"jenetics","5e732bcd3","Franz Wilhelmstötter","2014-08-15 22:33:25 +0200","Fix refactoring bug.",FALSE,,,,,,,,,,FALSE
"jenetics","6311b9174","Franz Wilhelmstötter","2014-04-21 00:00:40 +0200","Array classes refactorings.",TRUE,,"Generic","Clean up","Rename variables","Clean up","CLN",FALSE,,,FALSE
"jenetics","6b479e965","Franz Wilhelmstötter","2019-03-11 22:42:38 +0100","#442: Refactoring to generic 'TreePattern<V>' class.",TRUE,,"Generic","Generalization","Introduce generics","Generalization","GEN",FALSE,,,FALSE
"jenetics","70806d5d7","Franz Wilhelmstötter","2013-03-23 00:17:13 +0100","Refactor number gene generation.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"jenetics","85927aa6b","Franz Wilhelmstötter","2011-03-25 20:18:15 +0000","Incomplete - # 24: Array refactoring https://sourceforge.net/apps/trac/jenetics/ticket/24","Unknown",,,,,,,,,,FALSE
"jenetics","8cc0c9b4b","Franz Wilhelmstötter","2014-08-01 21:07:10 +0200","Fix code after merge of refactored code.",FALSE,,,,,,,,,,FALSE
"jenetics","988ce896c","Franz Wilhelmstötter","2010-02-22 15:07:50 +0000","Adding additional Accumulators.accumulate() methods. Refactor NumberStatistics to use the new accumulators.",TRUE,,"Generic","Clean up","Rename variables","Clean up","CLN",FALSE,,,FALSE
"jenetics","99058cb4f","Franz Wilhelmstötter","2010-11-16 20:52:33 +0000","Complete - # 19: Refactoring: Move Accumulators.Variance class to stat package https://sourceforge.net/apps/trac/jenetics/ticket/19",FALSE,,,,,,,,,,FALSE
"knime-core","003f732e8c","Dominik Morent","2011-04-05 13:48:36 +0000","fixed the general regression predictor. failing test is running again. some PmmlContentHandler refactoring (addPMMLModelContent)",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"knime-core","003f732e8c","Dominik Morent","2011-04-05 13:48:36 +0000","fixed the general regression predictor. failing test is running again. some PmmlContentHandler refactoring (addPMMLModelContent)",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"knime-core","003f732e8c","Dominik Morent","2011-04-05 13:48:36 +0000","fixed the general regression predictor. failing test is running again. some PmmlContentHandler refactoring (addPMMLModelContent)",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"knime-core","008fd02ee3","Adrian Nembach","2017-04-10 15:29:10 +0200","AP-7169: Refactor model classes",TRUE,"Generic","Reorganization","Duplicate code elimination","Introduce inheritance","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"knime-core","1c71ec591a","Adrian Nembach","2017-10-24 11:35:22 +0200","AP-7917: Refactor GBT PMML Predictor node to accept classification model",TRUE,,"Generic","Generalization","Make more extensible","Make more extensible","EXT",FALSE,"Model code modifiability",TRUE,TRUE
"knime-core","47e6031812","Bernd Wiswedel","2013-09-29 23:19:40 +0000","refactoring some file store code without changing any functionality. Will continue with FileStorePortObject later... (currently it says in the header that the class is not supported by the core). Checking it in as we will do some class name refactoring tomorrow (working on the subnode)",TRUE,,"Generic","Reorganization","Make external classes internal","Reorganization","ORG",FALSE,,,FALSE
"knime-core","679932de3b","Tobias Kötter","2015-07-27 16:20:48 +0000","Classes refactored and exported to allow their usage in the Spark Java Snippet nodes",TRUE,"Generic","Generalization","Make more extensible","Make internal classes external","Make more extensible","EXT",FALSE,,,FALSE
"knime-core","a2f1cb5cd9","Thomas Gabriel","2009-01-22 16:32:48 +0000","fix: Fuzzy Rule Predictor generates incomplete spec (during configure) when class probabilities are appended, but domain does not contain possible values; refactored column spec handling fix: if highest prediction is zero, return missing class label better error message when rule model is empty (empty model can be applied, however)",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"knime-core","ab9c77b0f8","Adrian Nembach","2018-03-21 10:19:35 +0100","AP-8977: Refactor LogRegPredictor to avoid second pass over row",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"knime-core","bae9a6fed6","Fabian Dill","2009-04-03 14:14:07 +0000","bugfixes 1329 and 1736. refactored ScatterPlotter to override getMappedXValue and getMappedYValue ion order to ensure that all deriving classes use the same mapping (taking the dot size into account)",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"liblevenshtein-java","60813c4","Dylon Edwards","2016-05-05 19:41:03 -0700","Refactors code structure. 1. Drops ""dylon"" from package names. 2. Renames ""com.github.liblevenshtein.levenshtein.distance"" to ""com.github.liblevenshtein.distance"" 3. Renames ""com.github.liblevenshtein.levenshtein"" to ""com.github.liblevenshtein.transducer"" 4. Moves ""com.github.liblevenshtein.levenshtein.LibLevenshteinProtos"" to ""com.github.liblevenshtein.proto.LibLevenshteinProtos""",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"liblevenshtein-java","a5cc961","Dylon Edwards","2014-04-05 22:26:55 -0700","Refactors the SortedDawg to accept terms post-construction, if they are lexicographically, monotonically non-decreasing and none are lexicographically less than the previously-added term",TRUE,,,"Generic","Dead code elimination","Dead code elimination","DED",FALSE,,,FALSE
"mahout","0308bb821","Jeff Eastman","2010-01-18 03:17:10 +0000","MAHOUT-251: Generalized and refactored Dirichlet models and model distributions to remove 2-d and dense vector assumptions by introducing a new abstract VectorModelDistribution to provide a modelProtootype and size to the distributions for creating prior models of arbitrary vector size and flavor.",TRUE,,"Generic","Generalization","Introduce inheritance","Generalization","GEN",FALSE,"Configuration",FALSE,TRUE
"mahout","03424784c","Jeff Eastman","2010-08-18 21:47:30 +0000","MAHOUT-479: Refactored Model and Cluster hierarchies to include DistanceMeasure in cluster state. All unit tests run",TRUE,,"Generic","Reorganization","Reorganize class hierarchy","Reorganization","ORG",FALSE,"Plain-old-data type",FALSE,TRUE
"mahout","0dc7b5cde","frankscholten","2014-03-05 21:51:32 +0000","Refactoring. Moved Hadoop related code out of CanopyClusterer.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Glue code",FALSE,TRUE
"mahout","2951ca4f7","Jeff Eastman","2010-04-30 20:16:56 +0000","MAHOUT-236: - moved default file directory definitions to Cluster from ClusterBase - refactored CanopyClusteringJob and ClusterDriver into CanopyDriver & removed both - added runClustering option to CanopyDriver.runJob - refactored DirichletJob into DirichletDriver - added runClustering option to DirichletDriver.runJob - added emitMostLikely and threshold options to DirichletDriver.runJob - implemented emitMostLikelyCluster and emitAllClusters (above threshold) - refactored FuzzyKMeansJob into FuzzyKMeanstDriver - added runClustering option to FuzzyKMeanstDriver.runJob - added emitMostLikely and threshold options to FuzzyKMeanstDriver.runJob - implemented emitMostLikelyCluster and emitAllClusters (above threshold) - enhanced TestClusterDumper to utilize term dictionary and enhanced printouts - updated other unit tests, all of which run",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"mahout","2ca68e8b9","Jeff Eastman","2010-09-12 18:58:52 +0000","Refactored WeightedVectorWritable to extend VectorWritable and updated relevant code. All tests run",TRUE,,"Generic","Reorganization","Reorganize class hierarchy","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"mahout","3c9538a43","Jeff Eastman","2010-09-29 16:27:04 +0000","MAHOUT-513 - Created interface GaussianAccumulator and two concrete implementations:   - RunningSumsGaussianAccumulator uses running sums approach   - OnlineGaussianAccumulator uses Knuth (Welford) approach - Added unit test thereof which produces significant std deviations and drastically-odd   variances. I'm committing this so it can get more eyeballs. It is not used anywhere yet. - Refactored CDbwClusterEvaluator to use RunningSumsGaussianAccumulator and   existing tests continue to run - Cleaned up logging in various clustering algorithms to increase use of debug vs. info   to reduce log clutter All tests run.",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,"Configuration",FALSE,TRUE
"mahout","3eba6f264","Jeff Eastman","2012-03-08 22:27:28 +0000","MAHOUT-933: - refactored ClusteringPolicies into hierarchy under new AbstractClusteringPolicy - added close() to ClusteringPolicy to allow policy-specific actions needed to compute convergence - removed ClusteringPolicy from ClusterIterator constructor as ClusterClassifier already has one - added convergence computations for kmeans and fuzzyk - added final clustersOut renaming to add -final suffix - updated Display examples and unit tests to reflect above - all tests run",TRUE,,"ML-specific","Reorganization","Pull up policy","Pull up policy","PLC",TRUE,"Duplicate model code",TRUE,TRUE
