"Subject","CommitId","Author","Date","Log message","Actual refactoring?","Refactoring parent category 3","Refactoring parent category 2","Refactoring parent category 1","Refactoring category","Representative refactoring category","Abbreviation","Is ML-specific refactoring category?","ML technical debt category","Is new technical debt category?","In ML-related code?"
"mahout","4432e3194","Jeff Eastman","2011-12-22 20:43:26 +0000","MAHOUT-846: Minor refactoring to eliminate unnecessary vector.times(SQRT2PI)",TRUE,,"ML-specific","Improve performance","Remove unnecessary matrix operation","Remove unnecessary matrix operation","RMA",TRUE,"Unnecessary model code",TRUE,TRUE
"mahout","49ad8cb45","Trevor a.k.a @rawkintrevo","2018-06-29 11:10:13 -0500","MAHOUT-2033 Fixed Map-Reduce Refactor",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,"Abstraction",FALSE,TRUE
"mahout","5339db364","Grant Ingersoll","2008-03-01 03:33:13 +0000","MAHOUT-5: Add M/R k-Means clustering implementation by Jeff Eastman, and refactor some common code from Canopy clustering",FALSE,,,,,,,,,,TRUE
"mahout","5893f0267","Sean R. Owen","2008-05-31 00:18:27 +0000","Added BooleanPreference, plus refactorings to support it, for better support of ""binary"" yes-or-nothing preferences in data models",FALSE,,,,,,,,,,TRUE
"mahout","76e80dceb","Jeff Eastman","2012-02-22 22:45:59 +0000","MAHOUT-933: Refactored actual classification out of ClusterClassifier and into ClusteringPolicies. This allows classifier to be completely generic as to the algorithm and gives policies correct use of e.g. fuzzyK 'm' Introduced Canopy and MeanShift clustering policies for classification though not used by cluster iterator Modified serialization of ClusterClassifiers to include ClusteringPolicy Added ClusterClassifier serialization methods to exploded sequenceFile representation needed for MR Updated Display examples and unit tests. All run",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Configuration",FALSE,TRUE
"mahout","76e80dceb","Jeff Eastman","2012-02-22 22:45:59 +0000","MAHOUT-933: Refactored actual classification out of ClusterClassifier and into ClusteringPolicies. This allows classifier to be completely generic as to the algorithm and gives policies correct use of e.g. fuzzyK 'm' Introduced Canopy and MeanShift clustering policies for classification though not used by cluster iterator Modified serialization of ClusterClassifiers to include ClusteringPolicy Added ClusterClassifier serialization methods to exploded sequenceFile representation needed for MR Updated Display examples and unit tests. All run",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"mahout","a14c9cb09","Jeff Eastman","2010-07-15 17:53:51 +0000","MAHOUT-294: - Refactored clustering jobs to subclass AbstractJob. - Added fuzzy k-means example to synthetic control examples - Added cluster dump to synthetic control examples - Fixed _log file access bug in ClusterDumper when run on Hadoop - all synthetic control examples run on Hadoop cluster - Fuzzy k-Means produces numerically odd-looking clusters - added unit tests of run() command line option for each clustering algorithm - all unit tests run",TRUE,"Generic","Reorganization","Duplicate code elimination","Introduce inheritance","Duplicate code elimination","DUP",FALSE,"Configuration",FALSE,"Unknown"
"mahout","a73bdd42a","Isabel Drost","2009-12-10 09:34:48 +0000","MAHOUT-11 - refactors lots of the clustering code to get rid of its static fields. Thanks to Drew Farris for fixing most of the code.",TRUE,"Generic","Reorganization","Duplicate code elimination","Remove duplicate fields","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"mahout","b3ba49c38","Jeff Eastman","2010-07-24 03:39:30 +0000","MAHOUT-294: - modified most DisplayClustering subclasses to use the new sequential method on drivers. (Not Dirichlet yet) - using file system to transmit Clusters required a rework since they were not serializing needed state - refactored Canopy, Cluster, SoftCluster and MeanShiftCanopy significantly, abstracting shared behavior to new AbstractCluster class. - deleted ClusterBase after moving static method to AbstractCluster - added ClusterObservations to replace KMeansInfo and FuzzyKMeansInfo - changed all cluster identifier formatting to include type indication - upshot of new clusters is improved posterior statistics for all with radius() now returning stdDev(), a vector - new radius() used in Display examples to show elliptical clusters - adjusted unit tests and all pass",TRUE,"Generic","Reorganization","Duplicate code elimination","Introduce inheritance","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"mahout","ba81a9322","pranjan","2012-03-16 17:10:29 +0000","MAHOUT-981, MAHOUT-983. Refactored K-Means Clustering and Dirichlet Clustering to use ClusterClassificationDriver. Using cluster.getModel().configure() in ClusterClassificationDriver in order to configure DirichletCluster for MahalanobisDistanceMeasure. Added/fixed test cases by: Using separate directories in test cases for supplying initial clusters and to store buildClusters to prevent two cluster-*-final files in the same directory. Writing IntWritable in test cases instead of LongWritable ( As the ClusterClassificationDriver clusters records with IntWritable keys).",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Monitoring and testing",FALSE,TRUE
"mahout","bedb0216e","Jeff Eastman","2010-07-08 18:56:58 +0000","Fixed subtle refactoring bug in MeanShiftCanopyClusterer which was causing DisplayMeanShift example to produce garbage. Added a unit test thereof. All tests run and example produces nice clustering again.",FALSE,,,,,,,,,,
"mahout","ce91768b5","Jeff Eastman","2009-03-16 00:17:07 +0000","- Committing Dirichlet Process Clustering (MAHOUT-30). Some minor refactoring from the latest patch (MAHOUT-30f) to move models and distributions from test tree into core so that examples can see them. All tests run and the pom packages.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"mahout","db6d40145","Sean R. Owen","2009-12-04 19:15:31 +0000","Refactored argument and conf handling in CF Hadoop jobs.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"mahout","e3fb0c4f3","Sebastian Schelter","2011-07-04 06:49:17 +0000","MAHOUT-746 Refactoring of the parallel Naive Bayes implementation in org.apache.mahout.classifier.naivebayes",TRUE,,"ML-specific","Improve performance","Replace with sparse matrix","Replace with sparse matrix","SMT",TRUE,"Configuration",FALSE,TRUE
"mahout","e3fb0c4f3","Sebastian Schelter","2011-07-04 06:49:17 +0000","MAHOUT-746 Refactoring of the parallel Naive Bayes implementation in org.apache.mahout.classifier.naivebayes",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"mahout","fd355fe7b","pranjan","2012-03-31 17:30:10 +0000","MAHOUT-984. Refactored clustering out of FuzzyKMeansDriver using ClusterClassificationDriver. All junit tests pass.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"mahout","fed7d6133","Jeff Eastman","2010-08-19 17:32:49 +0000","MAHOUT-479: This commit refactors Cluster to inherit from Model<VectorWritable> instead of AbstractCluster which now inherits just Cluster. The existing Dirichlet models also now inherit from Cluster, simplifying the use of generics and cleaning up a lot of the code.",TRUE,,"Generic","Reorganization","Reorganize class hierarchy","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"Mallet","1514ca8","clairew","2017-10-02 11:41:46 -0400","Initial commit for dependency refactor",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"Mallet","5a8c757","Andrew McCallum","2008-03-22 07:58:04 -0400","Refactor LDAHyper with Topication class.",TRUE,,,"ML-specific","Replace primitives with rich prediction","Replace primitives with rich prediction","PRD",TRUE,"Plain-old-data type",FALSE,TRUE
"Mallet","5a8c757","Andrew McCallum","2008-03-22 07:58:04 -0400","Refactor LDAHyper with Topication class.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Plain-old-data type",FALSE,TRUE
"Mallet","b6581fb","Gregory Druck","2011-07-31 15:01:58 -0400","Refactoring PR.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"Mallet","e401d6f","clairew","2017-10-02 11:52:44 -0400","Added Types test import dependency refactor",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"Mallet","f8b5b9c","clairew","2017-10-30 15:19:13 -0400","Pipe test refactor",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"moa","08495c4","Jesse Read","2016-02-05 15:59:11 +0100","code revision and refactor",TRUE,,,"Generic","Safety","Safety","SAF",FALSE,"Plain-old-data type",FALSE,TRUE
"moa","a266697","Albert Bifet","2018-12-09 10:49:29 +0100","Merge pull request #154 from henrygouk/adagrad-refactor",TRUE,,"Generic","Reorganization","Make more extensible","Make more extensible","EXT",FALSE,"Model code modifiability",TRUE,TRUE
"modernmt","01720294","Davide Caroselli","2017-04-12 20:24:49 +0200","StaticLM pruning + Trie model. Code refactoring and bugfixing.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","2452c3fd","Davide Caroselli","2019-05-14 15:55:37 +0200","Tokenization refactoring complete",TRUE,,,"Generic","Safety","Safety","SAF",FALSE,,,FALSE
"modernmt","4095262c","Andrea Rossi","2017-03-29 14:59:26 +0200","started kafka topics refactoring",TRUE,,"Generic","Clean up","Split variable declarations and initializations","Clean up","CLN",FALSE,,,FALSE
"modernmt","4bd91561","Davide Caroselli","2018-06-06 14:34:15 +0200","Code refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"modernmt","6086c283","Davide Caroselli","2017-08-06 19:12:37 +0200","Refactoring of both LuceneTranslationMemory and LuceneAnalyzer for improved testing capabilities",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"modernmt","6095bbbd","Davide Caroselli","2017-10-30 13:57:28 +0100","Refactoring of training options",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","66cf5732","Davide Caroselli","2016-02-24 12:02:54 +0100","Refactoring of model classes",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,FALSE
"modernmt","66cf5732","Davide Caroselli","2016-02-24 12:02:54 +0100","Refactoring of model classes",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"modernmt","67bbf001","Andrea Rossi","2017-04-11 17:14:55 +0200","python refactoring for java processes",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Multiple languages",FALSE,FALSE
"modernmt","6b37a82f","Davide Caroselli","2018-10-02 13:15:04 +0200","Refactoring decodingTime and added memoryLookupTime",FALSE,,,,,,,,,,
"modernmt","6be1c0a8","Davide Caroselli","2017-05-23 12:35:51 +0200","Engine and Decoder classes refactoring. Single thread executor for OpenNMT decoder.",FALSE,,,,,,,,,,
"modernmt","81450de9","Davide Caroselli","2018-04-12 17:35:47 +0200","NeuralDecoder setup refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","8c8613cb","Davide Caroselli","2017-04-11 11:06:54 +0200","Refactoring in ClusterNodeMain",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","9766e37b","Davide Caroselli","2019-07-19 16:17:48 +0200","Code refactoring",FALSE,,,,,,,,,,FALSE
"modernmt","9964e470","davidecaroselli","2019-08-09 02:50:19 -0700","Refactoring of ClusterNode.submit()",FALSE,,,,,,,,,,FALSE
"modernmt","ac14f6a0","Davide Caroselli","2017-09-12 16:39:52 +0200","Training optimizer options refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","aef7aa51","Davide Caroselli","2017-08-01 14:00:28 +0200","Refactoring of Pre/Post-processor completed: improved multi-thread efficiency",TRUE,,"Generic","Improve performance","Use threads","Improve performance","PRF",FALSE,,,TRUE
"modernmt","c70cd779","Davide Caroselli","2019-05-13 15:38:22 +0200","Small code refactoring in python Decoder",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"modernmt","e5afea50","Davide Caroselli","2017-07-27 18:59:58 +0200","Refactoring to multilingual for: commons, context-analyzer, decoders, text-processing.",FALSE,,,,,,,,,,
"modernmt","f91212f2","Davide Caroselli","2016-12-15 12:01:07 +0100","ModernMT cluster node start refactoring",TRUE,,"Generic","New language feature","Use enumerated types","New language feature","LNG",FALSE,,,FALSE
"modernmt","f91212f2","Davide Caroselli","2016-12-15 12:01:07 +0100","ModernMT cluster node start refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"Mutters","117ecc3","rabidgremlin","2017-06-20 14:35:29 +1200","FastText support and refactor (#4)",FALSE,,,,,,,,,,FALSE
"Mutters","1b3f42f","rabidgremlin","2016-08-29 14:56:19 +1200","Refactor and use of slots now.",FALSE,,,,,,,,,,TRUE
"Mutters","3e8615d","rabidgremlin","2016-07-25 09:48:12 +1200","Refactored into packages.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"Mutters","e0d3227","rabidgremlin","2016-10-07 10:54:28 +1300","Code clean up and ink function refactor",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"neo4j-nlp","08f0879","Alessandro Negro","2018-06-08 02:33:31 +0200","word2vec refactoring added also persistence in dynamic configuration",FALSE,,,,,,,,,,
"neo4j-nlp","16a7c62","Alessandro Negro","2018-10-26 15:57:34 +0200","TextRank refactoring",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"neo4j-nlp","4442df4","Christophe Willemsen","2017-08-16 18:38:37 +0200","persistence refactoring : tag occurrences and tags",FALSE,,,,,,,,,,
"neo4j-nlp","4ced422","Alessandro Negro","2018-05-04 12:55:22 +0200","refactoring on page rank",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"neo4j-nlp","5cbd443","Alessandro Negro","2017-08-17 16:42:01 +0200","refactored addPipeline",FALSE,,,,,,,,,,
"neo4j-nlp","a84a047","Alessandro Negro","2017-08-15 10:37:01 +0200","little refactoring on PageRank",FALSE,,,,,,,,,,
"neo4j-nlp","c83f666","alenegro81","2016-09-04 16:49:03 +0200","minor refactoring",FALSE,,,,,,,,,,
"neo4j-nlp","fd96816","alenegro81","2016-07-13 17:47:05 +0200","refactoring text processing",FALSE,,,,,,,,,,
"neuronix","06294fd","Rainbow-MRX","2018-03-30 12:58:21 +0300","refactored some code.",FALSE,,,,,,,,,,FALSE
"neuronix","4bfd7f2","Rainbow-MRX","2018-03-06 20:14:18 +0200","refactor some code",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"neuronix","f7ad006","Rainbow-MRX","2018-03-06 21:31:01 +0200","refactor some code",FALSE,,,,,,,,,,
"smile","0da619c4","Haifeng Li","2019-11-01 12:37:53 -0400","refactor hierarchical clustering",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,"Configuration",FALSE,TRUE
"smile","18d566bc","Haifeng Li","2019-10-06 23:57:27 -0400","refactor decision tree",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"smile","19fcce1c","gael beck","2018-02-26 20:20:55 +0100","remove useless trait and refactor distances",TRUE,"Generic","Reorganization","Dead code elimination","Remove unnecessary fields","Dead code elimination","DED",FALSE,"Configuration",FALSE,TRUE
"smile","3a91d594","Haifeng Li","2019-11-22 10:48:05 -0500","refactor bigram/ngram collocation and keyword extraction",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,"Plain-old-data type",FALSE,TRUE
"smile","b8f91800","Haifeng Li","2016-02-18 23:34:44 -0500","refactor readTable and readCsv",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"smile","bbb58e57","Haifeng Li","2019-10-09 23:38:27 -0400","refactor naive bayes",TRUE,,"Generic","Reorganization","Move classes","Reorganization","ORG",FALSE,"Configuration",FALSE,TRUE
"smile","d3e4afc4","Haifeng Li","2016-01-06 00:19:56 -0500","refactor cart and related algorithms",TRUE,,"Generic","Clean up","Rename variables","Clean up","CLN",FALSE,,,TRUE
"smile","d9857825","Haifeng Li","2016-02-18 23:09:59 -0500","refactor scala plot api",TRUE,,"Generic","Reorganization","Move methods","Reorganization","ORG",FALSE,,,FALSE
"smile","e0b1093b","Haifeng Li","2019-11-03 23:12:12 -0500","refactor partition clustering",TRUE,,"Generic","New language feature","Replace loop with stream","New language feature","LNG",FALSE,,,TRUE
"smile","e8590f83","Haifeng Li","2019-09-17 12:36:42 -0400","refactor GBT for classification",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"smile","f44655f6","Haifeng Li","2019-10-10 11:45:18 -0400","refactor rbf network for classification",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"smile","f44655f6","Haifeng Li","2019-10-10 11:45:18 -0400","refactor rbf network for classification",TRUE,,,"Generic","Test","Test","TST",FALSE,,,TRUE
"submarine","96c8fb3","Xun Liu","2019-09-12 15:01:34 +0800","[SUBMARINE-182] Refactoring QueryResult class (#70)",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"tablesaw","1d4bff74","Larry White","2018-08-22 10:16:42 -0400","fix bug in performance test and slight refactoring in csv read",TRUE,,"Generic","Reorganization","Extract methods","Reorganization","ORG",FALSE,,,FALSE
"tablesaw","39b74735","Larry White","2018-07-31 15:47:11 -0400","refactoring of column type specific parsing into column types",TRUE,,"Generic","Generalization","Make more extensible","Make more extensible","EXT",FALSE,,,FALSE
"tablesaw","46def085","Larry White","2018-08-02 09:13:18 -0400","Refactored table copying, and duplicate dropping by moving work to the column type",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,FALSE
"tablesaw","46def085","Larry White","2018-08-02 09:13:18 -0400","Refactored table copying, and duplicate dropping by moving work to the column type",TRUE,,"Generic","Generalization","Make more extensible","Make more extensible","EXT",FALSE,,,FALSE
"tablesaw","542db531","Agnieszka Paszek","2017-12-07 06:07:10 +0100","Refactor (#210)",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,TRUE
"tablesaw","542db531","Agnieszka Paszek","2017-12-07 06:07:10 +0100","Refactor (#210)",TRUE,,,"Generic","New language feature","New language feature","LNG",FALSE,,,TRUE
"Trainable_Segmentation","752235e","Ignacio Arganda Carreras","2010-12-06 12:10:25 -0500","Balanced Random Forest: refactored GiniFunction in order to increase the spped. The inner class AttributeClassPair is now extern and the comparator is static.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"vespa","02a609771b","Tor Egge","2019-05-24 15:42:15 +0200","Refactor tagging of TermFieldMatchData regarding which features are needed by feature executors.",TRUE,,"Generic","Reorganization","Move methods","Reorganization","ORG",FALSE,,,TRUE
"vespa","08cb105294","gjoranv","2017-07-19 12:12:21 +0200","Refactor LeafNodeVector",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"vespa","08cb105294","gjoranv","2017-07-19 12:12:21 +0200","Refactor LeafNodeVector",TRUE,,,"Generic","Make immutable","Make immutable","IMM",FALSE,,,FALSE
"vespa","130cdfd5cc","Tor Egge","2016-11-09 15:24:47 +0000","Refactor buffertype and datastore to better handle extra data at start of each buffer.  Simplify dense tensor store. Change enum store base to calculate buffer size in proper virtual method in buffertype subclass.",TRUE,,,"Generic","Safety","Safety","SAF",FALSE,"Multiple languages",FALSE,TRUE
"vespa","15c2736314","Jon Bratseth","2019-10-17 11:13:51 +0200","Refactor: Skew computation independent of node prioritization",TRUE,,"Generic","Reorganization","Move methods","Reorganization","ORG",FALSE,,,FALSE
"vespa","1a5a822bcb","toby","2017-05-22 13:41:53 +0200","Replace NodeList with the refactored NodeAllocation class",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"vespa","237865038f","Henning Baldersheim","2017-08-24 14:58:49 +0200","- Use C++11 for loops. - Detangle some includes and include what you need. - Refactor to subclass to avoid code duplication. - Add config for compression too. - V1 up to 142, V2 above.",TRUE,,,"Generic","New language feature","New language feature","LNG",FALSE,"Multiple languages",FALSE,FALSE
"vespa","3018ff3093","Håvard Pettersen","2019-10-17 11:27:23 +0000","fast forest refactoring and experimentation",FALSE,,,,,,,,,,TRUE
"vespa","3a4ab17811","Geir Storli","2016-10-03 15:04:19 +0200","Refactor dense tensor product into generic function for applying two dense tensors together.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"vespa","4ab17a2abf","Ilpo Ruotsalainen","2018-11-30 11:27:56 +0100","Refactor to extract a method.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"vespa","54deccf618","Geir Storli","2016-10-04 15:53:50 +0200","Refactor dimension sum into generic reduce function for dense tensors.",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,TRUE
"vespa","6027e9d30a","Jon Bratseth","2016-09-02 16:24:09 +0200","Refactor away from test implementation in superclass antipattern",TRUE,,,"Generic","Test","Test","TST",FALSE,,,FALSE
"vespa","66058ea16d","Jon Bratseth","2018-09-17 13:41:51 +0200","Refactor: Don't reparse",TRUE,,,"Generic","Improve performance","Improve performance","PRF",FALSE,,,TRUE
"vespa","66b8b33287","Jon Bratseth","2018-08-10 16:08:54 +0200","Refactor and remove duplication",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,"Duplicate model code",TRUE,TRUE
"vespa","68be372830","toby","2017-09-21 13:14:59 +0200","Refactor cost APIs and modelling - this is a breaking change",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"vespa","840ddab2e6","Jon Bratseth","2019-07-04 08:26:31 -0700","Refactor out solving without soft constraints",TRUE,,"Generic","Reorganization","Extract methods","Reorganization","ORG",FALSE,,,TRUE
"vespa","89d9cf538f","Bjørn Christian Seime","2017-06-19 12:49:17 +0200","Refactor logic for generating config into separate method",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"vespa","95f131db13","Jon Bratseth","2016-10-05 14:23:13 +0200","Refactoring only: Move direct dispatch decision to SearchCluster",TRUE,,,"Generic","Reorganization","Reorganization","ORG",FALSE,,,FALSE
"vespa","b1f46fcd04","Lester Solbakken","2018-02-05 16:04:42 +0100","Refactor TensorFlow import and add dimension renaming.",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,TRUE
"vespa","c148daa705","Jon Bratseth","2016-10-04 11:29:36 +0200","Refactor test to avoid chaos and suffering",TRUE,,,"Generic","Test","Test","TST",FALSE,,,FALSE
"vespa","cf687abd43","Tor Brede Vekterli","2016-10-05 11:30:50 +0200","Rewrite and refactor core cluster controller state generation logic",TRUE,,,"Generic","Defer execution","Defer execution","DEF",FALSE,,,FALSE
"vespa","cfb1ae9d80","Ola Aunrønning","2019-10-04 13:16:57 +0200","Refactoring",TRUE,,"Generic","Reorganization","Extract methods","Reorganization","ORG",FALSE,,,FALSE
"vespa","d3d97e192d","Ilpo Ruotsalainen","2018-11-29 16:09:40 +0100","Refactor for easier testing.",TRUE,,,"Generic","Test","Test","TST",FALSE,,,FALSE
"vespa","db83981097","Jon Marius Venstad","2020-01-25 21:05:30 +0100","Rename and refactor away code duplication",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,,,FALSE
"vespa","dc26f9d29a","Henning Baldersheim","2019-08-15 07:17:57 +0000","Refactor, no semantic changes.",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"vespa","dc9e53f291","Arne Juul","2019-11-26 08:45:40 +0000","refactor and check with non-null tensor",TRUE,,"Generic","Reorganization","Extract methods","Reorganization","ORG",FALSE,,,TRUE
"vespa","dd606d58a3","Arnstein Ressem","2016-07-21 10:51:47 +0200","Wrong variable name after refactoring.",FALSE,,,,,,,,,,FALSE
"vespa","ef8e4859e8","Jon Bratseth","2018-09-16 18:40:46 +0200","Refactor: Initialize all macros state at once",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"vespa","fc1fa20358","Tor Egge","2018-08-29 10:43:29 +0200","Refactor replacement of grouping expression attribute nodes.",TRUE,,"Generic","Reorganization","Duplicate code elimination","Duplicate code elimination","DUP",FALSE,,,FALSE
"weka-trunk","1e99c2ea9","mhall","2016-01-04 20:31:06 +0000","Refactoring of Dataset into AbstractDataset",FALSE,,,,,,,,,,FALSE
"weka-trunk","760be3601","eibe","2017-09-17 11:12:23 +0000","Refactored enormous evaluateModel() method into a slightly less enormous method that is hopefully a bit easier to understand. The behaviour of the margin output has changed: it is now based on whatever is uses as the test data. Previously, it was always based on the training set. The behaviour of the percent-split option has changed in that it is now consistent with the Explorer: the model that is shown is based on the entire training set, not just the training split.",FALSE,,,,,,,,,,
"weka-trunk","887ee521e","mhall","2007-02-27 03:42:49 +0000","Refactored hashKey out of DecisionTable into its own class. Reduces the number of dependencies for other classes that make use of hashKey (such as SimpleKMeans).",TRUE,,,"Generic","Clean up","Clean up","CLN",FALSE,,,FALSE
"weka-trunk","ebf175aef","mhall","2007-02-27 03:43:36 +0000","Changes to reflect the refactoring of hashKey out of DecisionTable",TRUE,,,,"Unknown","Unknown","UKN",FALSE,,,FALSE
"weka-trunk","f229179bb","mhall","2015-11-11 02:10:24 +0000","Refactored dictionary construction and vectorization logic out of StringToWordVector and into weka.core.DictionaryBuilder. Added routines to save and load dictionarys from DictionaryBuilder in either plain text or binary serialized format. Also has routines to aggregate dictionaries. Once a dictionary has been constructed or loaded, DictionaryBuilder can vectorize incoming instances in a streaming fashion. Added a FixedDictionaryStringToWordVector filter that can take advantage of this by using a pre-constructed dictionary to work in streaming environments. Added a DictionarySaver in weka.core.converters that can accept instance batches or streams in order to create and save a dictionary.",FALSE,,,,,,,,,,
